Date,vix,eur_usd
2025-09-10,15.350000381469727,1.1702749729156494
2025-09-11,14.710000038146973,1.1703435182571411
2025-09-12,14.760000228881836,1.1734747886657715
2025-09-15,15.6899995803833,1.1726491451263428
2025-09-16,16.360000610351562,1.1763737201690674
2025-09-17,15.720000267028809,1.1871408224105835
2025-09-18,15.699999809265137,1.1826341152191162
2025-09-19,15.449999809265137,1.1791062355041504
2025-09-22,16.100000381469727,1.1736950874328613
2025-09-23,16.639999389648438,1.1801080703735352
2025-09-24,16.18000030517578,1.1814465522766113
2025-09-25,16.739999771118164,1.1744670867919922
2025-09-26,15.289999961853027,1.166275978088379
2025-09-29,16.1200008392334,1.170823097229004
2025-09-30,16.280000686645508,1.1731443405151367
2025-10-01,16.290000915527344,1.1735849380493164
2025-10-02,16.6299991607666,1.1734058856964111
2025-10-03,16.649999618530273,1.1725116968154907
2025-10-06,16.3700008392334,1.171248197555542
2025-10-07,17.239999771118164,1.171028733253479
2025-10-08,16.299999237060547,1.1654603481292725
2025-10-09,16.43000030517578,1.1631964445114136
2025-10-10,21.65999984741211,1.156644344329834
2025-10-13,19.030000686645508,1.160240888595581
2025-10-14,20.809999465942383,1.1566845178604126
2025-10-15,20.639999389648438,1.1602274179458618
2025-10-16,25.309999465942383,1.1646324396133423
2025-10-17,20.780000686645508,1.1699601411819458
2025-10-20,18.229999542236328,1.165745735168457
2025-10-21,17.8700008392334,1.164442539215088
2025-10-22,18.600000381469727,1.160038948059082
2025-10-23,17.299999237060547,1.1608469486236572
2025-10-24,16.3700008392334,1.1618045568466187
2025-10-27,15.789999961853027,1.1631693840026855
2025-10-28,16.420000076293945,1.165175199508667
2025-10-29,16.920000076293945,1.1657865047454834
2025-10-30,16.90999984741211,1.1603351831436157
2025-10-31,17.440000534057617,1.157246708869934
2025-11-03,17.170000076293945,1.1528042554855347
2025-11-04,19.0,1.1519144773483276
2025-11-05,18.010000228881836,1.1485539674758911
2025-11-06,19.5,1.1496764421463013
2025-11-07,19.079999923706055,1.1549211740493774
2025-11-10,17.600000381469727,1.1543878316879272
2025-11-11,17.280000686645508,1.1557220220565796
2025-11-12,17.510000228881836,1.1587486267089844
2025-11-13,20.0,1.159218668937683
2025-11-14,19.829999923706055,1.1631964445114136
2025-11-17,22.3799991607666,1.1615345478057861
2025-11-18,24.690000534057617,1.159057378768921
2025-11-19,23.65999984741211,1.1581177711486816
2025-11-20,26.420000076293945,1.154068112373352
2025-11-21,23.43000030517578,1.1534557342529297
2025-11-24,20.520000457763672,1.1507612466812134
2025-11-25,18.559999465942383,1.1520073413848877
2025-11-26,17.190000534057617,1.156483769416809
2025-11-28,16.350000381469727,1.1599851846694946
2025-12-01,17.239999771118164,1.1601465940475464
2025-12-02,16.59000015258789,1.1607661247253418
2025-12-03,16.079999923706055,1.1627906560897827
2025-12-04,15.779999732971191,1.1666841506958008
2025-12-05,15.40999984741211,1.1642799377441406
2025-12-08,16.65999984741211,1.164022445678711
2025-12-09,16.93000030517578,1.1641442775726318
2025-12-10,15.770000457763672,1.1628313064575195
2025-12-11,14.850000381469727,1.1701242923736572
2025-12-12,15.739999771118164,1.1739431619644165
2025-12-15,16.5,1.1737639904022217
2025-12-16,16.479999542236328,1.1754610538482666
2025-12-17,17.6200008392334,1.1749500036239624
2025-12-18,16.8700008392334,1.1742326021194458
2025-12-19,14.90999984741211,1.1725666522979736
2025-12-22,14.079999923706055,1.1708093881607056
2025-12-23,14.0,1.1765950918197632
2025-12-24,13.470000267028809,1.179551362991333
2025-12-26,13.600000381469727,1.1785364151000977
2025-12-29,14.199999809265137,1.1772738695144653
2025-12-30,14.329999923706055,1.1772878170013428
2025-12-31,14.949999809265137,1.1747292280197144
2026-01-02,14.510000228881836,1.175046682357788
2026-01-05,14.899999618530273,1.1704667806625366
2026-01-06,14.75,1.1714951992034912
2026-01-07,15.380000114440918,1.1688251495361328
2026-01-08,15.449999809265137,1.1676785945892334
2026-01-09,14.489999771118164,1.1657865047454834
2026-01-12,15.119999885559082,1.1623716354370117
2026-01-13,15.979999542236328,1.1666978597640991
2026-01-14,16.75,1.164252758026123
2026-01-15,15.84000015258789,1.1646324396133423
2026-01-16,15.859999656677246,1.1609008312225342
2026-01-20,20.09000015258789,1.1639139652252197
2026-01-21,16.899999618530273,1.1727865934371948
2026-01-22,15.640000343322754,1.1672970056533813
2026-01-23,16.09000015258789,1.1754610538482666
2026-01-26,16.149999618530273,1.1858457326889038
2026-01-27,16.350000381469727,1.1876484155654907
2026-01-28,16.350000381469727,1.2017642259597778
2026-01-29,16.8799991607666,1.1977769136428833
2026-01-30,17.440000534057617,1.19657301902771
2026-02-02,16.34000015258789,1.1849182844161987
2026-02-03,18.0,1.1798714399337769
2026-02-04,18.639999389648438,1.1816140413284302
2026-02-05,21.770000457763672,1.180163860321045
2026-02-06,20.3700008392334,1.177786946296692
2026-02-09,17.360000610351562,1.182578206062317
2026-02-10,17.790000915527344,1.1904053688049316
2026-02-11,17.649999618530273,1.1889617443084717
2026-02-12,20.81999969482422,1.1876062154769897
2026-02-13,20.600000381469727,1.1868449449539185
2026-02-17,20.290000915527344,1.1849884986877441
2026-02-18,19.6200008392334,1.185185194015503
2026-02-19,20.229999542236328,1.1788839101791382
2026-02-20,19.09000015258789,1.1769136190414429
2026-02-23,21.010000228881836,1.1834739446640015
2026-02-24,19.549999237060547,1.1793843507766724
2026-02-25,17.93000030517578,1.1775233745574951
2026-02-26,18.6299991607666,1.181516408920288
2026-02-27,19.860000610351562,1.1803030967712402
2026-03-02,21.440000534057617,1.1759449243545532
2026-03-03,23.56999969482422,1.1697274446487427
2026-03-04,21.149999618530273,1.161224365234375
2026-03-05,23.75,1.1635618209838867
2026-03-06,29.489999771118164,1.1608065366744995
2026-03-09,25.5,1.152325987815857
2026-03-10,24.93000030517578,1.1617234945297241
2026-03-11,24.229999542236328,1.1611299514770508
2026-03-12,27.290000915527344,1.1543211936950684
2026-03-13,27.190000534057617,1.1521666049957275
2026-03-16,23.510000228881836,1.1435105800628662
2026-03-17,22.3700008392334,1.1499539613723755
2026-03-18,25.09000015258789,1.153948187828064
2026-03-19,24.059999465942383,1.1464471817016602
2026-03-20,26.780000686645508,1.157755732536316
2026-03-23,26.149999618530273,1.1560158729553223
2026-03-24,26.950000762939453,1.1607122421264648
2026-03-25,25.329999923706055,1.16146719455719
2026-03-26,27.440000534057617,1.1561496257781982
2026-03-27,31.049999237060547,1.1535090208053589
2026-03-30,30.610000610351562,1.149200677871704
2026-03-31,25.25,1.1460003852844238
2026-04-01,24.540000915527344,1.1574207544326782
2026-04-02,23.8700008392334,1.159057378768921
2026-04-06,24.170000076293945,1.150999665260315
2026-04-07,25.780000686645508,1.1541212797164917
2026-04-08,21.040000915527344,1.1686612367630005
2026-04-09,19.489999771118164,1.16593599319458
2026-04-10,19.229999542236328,1.1691256761550903
2026-04-13,19.1200008392334,1.1675150394439697
